,statecounty,allrace_cvd_mortality_per_100k_2018_2020,api_cvd_mortality_per_100k_2018_2020
2630,48Burnet County,299.4,174.6
2631,48Caldwell County,346.9,130.4
2632,48Calhoun County,341.6,
2633,48Callahan County,444.9,
2634,48Cameron County,291.3,131.7
2635,48Camp County,421.8,
2636,48Carson County,442.5,
2637,48Cass County,427.2,
2638,48Castro County,375.7,
2639,48Chambers County,386.0,158.9
2640,48Cherokee County,409.9,
2641,48Childress County,396.8,
2642,48Clay County,353.1,
2643,48Cochran County,381.9,
2644,48Coke County,316.6,
2645,48Coleman County,431.8,
2646,48Collin County,232.6,122.5
2647,48Collingsworth County,451.3,
2648,48Colorado County,384.4,
2649,48Comal County,300.5,100.8
2650,48Comanche County,472.2,
2651,48Concho County,318.0,
2652,48Cooke County,317.2,140.4
2653,48Coryell County,356.4,233.7
2654,48Cottle County,346.1,
2655,48Crane County,402.3,
2656,48Crockett County,363.2,
2657,48Crosby County,416.5,
2658,48Culberson County,341.4,
2659,48Dallam County,297.5,
2660,48Dallas County,321.2,149.6
2661,48Dawson County,430.4,
2662,48Deaf Smith County,357.2,
2663,48Delta County,474.9,
2664,48Denton County,236.7,128.7
2665,48DeWitt County,339.0,
2666,48Dickens County,372.4,
2667,48Dimmit County,342.4,
2668,48Donley County,456.2,
2669,48Duval County,368.5,
2670,48Eastland County,467.7,
2671,48Ector County,422.0,
2672,48Edwards County,319.9,
2673,48Ellis County,317.4,154.9
2674,48El Paso County,293.9,180.6
2675,48Erath County,326.4,
2676,48Falls County,353.4,246.6
2677,48Fannin County,513.0,119.4
2678,48Fayette County,335.0,
2679,48Fisher County,373.9,
2680,48Floyd County,416.5,
2681,48Foard County,360.0,
2682,48Fort Bend County,253.7,160.7
2683,48Franklin County,411.9,
2684,48Freestone County,354.5,
2685,48Frio County,384.1,
2686,48Gaines County,399.1,
2687,48Galveston County,321.8,153.3
2688,48Garza County,392.6,
2689,48Gillespie County,257.1,
2690,48Glasscock County,302.1,
2691,48Goliad County,315.5,
2692,48Gonzales County,324.9,
2693,48Gray County,472.2,
2694,48Grayson County,374.4,183.9
2695,48Gregg County,449.8,
2696,48Grimes County,382.6,159.4
2697,48Guadalupe County,329.1,165.0
2698,48Hale County,423.3,
2699,48Hall County,363.5,
2700,48Hamilton County,320.6,
2701,48Hansford County,390.4,
2702,48Hardeman County,398.3,
2703,48Hardin County,477.3,198.2
2704,48Harris County,307.7,156.3
2705,48Harrison County,372.6,
2706,48Hartley County,274.4,
2707,48Haskell County,405.1,
2708,48Hays County,237.1,190.4
2709,48Hemphill County,389.3,
2710,48Henderson County,478.7,
2711,48Hidalgo County,314.0,129.8
2712,48Hill County,385.8,285.4
2713,48Hockley County,394.3,
2714,48Hood County,304.6,
2715,48Hopkins County,429.6,
2716,48Houston County,367.3,
2717,48Howard County,463.7,
2718,48Hudspeth County,291.6,
2719,48Hunt County,434.0,122.9
2720,48Hutchinson County,592.0,
2721,48Irion County,328.0,
2722,48Jack County,402.0,
2723,48Jackson County,365.9,
2724,48Jasper County,515.8,
2725,48Jeff Davis County,252.4,
2726,48Jefferson County,481.6,214.5
2727,48Jim Hogg County,318.0,
2728,48Jim Wells County,488.8,
2729,48Johnson County,375.7,158.4
2730,48Jones County,428.2,
2731,48Karnes County,472.6,
2732,48Kaufman County,424.8,153.1
2733,48Kendall County,286.5,114.4
2734,48Kenedy County,318.0,
2735,48Kent County,282.6,
2736,48Kerr County,301.5,
2737,48Kimble County,306.8,
2738,48King County,309.8,
2739,48Kinney County,302.7,
2740,48Kleberg County,446.4,
2741,48Knox County,344.6,
2742,48Lamar County,476.5,
2743,48Lamb County,408.8,
2744,48Lampasas County,329.6,208.9
2745,48La Salle County,317.9,
2746,48Lavaca County,336.0,
2747,48Lee County,358.6,141.5
2748,48Leon County,349.1,
2749,48Liberty County,514.3,156.9
2750,48Limestone County,405.8,303.8
2751,48Lipscomb County,372.0,
2752,48Live Oak County,368.3,
2753,48Llano County,264.9,
2754,48Loving County,383.2,
2755,48Lubbock County,411.9,186.0
2756,48Lynn County,402.6,
2757,48McCulloch County,383.0,
2758,48McLennan County,340.2,275.4
2759,48McMullen County,329.6,
2760,48Madison County,402.2,
2761,48Marion County,418.6,
2762,48Martin County,371.2,
2763,48Mason County,226.5,
2764,48Matagorda County,381.9,113.8
2765,48Maverick County,300.3,
2766,48Medina County,363.6,169.1
2767,48Menard County,336.0,
2768,48Midland County,317.5,
2769,48Milam County,315.6,161.0
2770,48Mills County,327.9,
2771,48Mitchell County,352.9,
2772,48Montague County,445.3,
2773,48Montgomery County,332.5,155.5
2774,48Moore County,353.9,
2775,48Morris County,459.7,
2776,48Motley County,390.7,
2777,48Nacogdoches County,370.5,
2778,48Navarro County,420.5,
2779,48Newton County,523.5,
2780,48Nolan County,430.7,
2781,48Nueces County,305.5,94.8
2782,48Ochiltree County,461.5,
2783,48Oldham County,374.1,
2784,48Orange County,545.5,231.0
2785,48Palo Pinto County,430.0,
2786,48Panola County,378.1,
2787,48Parker County,319.1,157.4
2788,48Parmer County,356.4,
2789,48Pecos County,333.5,
2790,48Polk County,556.4,
2791,48Potter County,550.0,141.7
2792,48Presidio County,192.4,
2793,48Rains County,435.2,
2794,48Randall County,366.7,
2795,48Reagan County,310.3,
2796,48Real County,320.7,
2797,48Red River County,531.1,
2798,48Reeves County,360.1,
2799,48Refugio County,342.6,
2800,48Roberts County,478.5,
2801,48Robertson County,437.0,
2802,48Rockwall County,317.6,143.7
2803,48Runnels County,373.7,
2804,48Rusk County,407.0,
2805,48Sabine County,413.7,
2806,48San Augustine County,350.1,
2807,48San Jacinto County,382.9,136.1
2808,48San Patricio County,355.5,
2809,48San Saba County,276.1,
2810,48Schleicher County,344.4,
2811,48Scurry County,276.9,
2812,48Shackelford County,437.0,
2813,48Shelby County,389.3,
2814,48Sherman County,330.2,
2815,48Smith County,417.1,116.0
2816,48Somervell County,324.1,
2817,48Starr County,343.0,
2818,48Stephens County,454.2,
2819,48Sterling County,348.3,
2820,48Stonewall County,370.2,
2821,48Sutton County,329.1,
2822,48Swisher County,389.4,
2823,48Tarrant County,298.8,154.1
2824,48Taylor County,430.1,
2825,48Terrell County,328.2,
2826,48Terry County,414.9,
2827,48Throckmorton County,391.8,
2828,48Titus County,418.5,
2829,48Tom Green County,316.7,
2830,48Travis County,238.6,126.2
2831,48Trinity County,410.6,
2832,48Tyler County,500.3,
2833,48Upshur County,432.3,
2834,48Upton County,359.2,
2835,48Uvalde County,328.5,
2836,48Val Verde County,333.4,
2837,48Van Zandt County,438.5,
2838,48Victoria County,328.2,
2839,48Walker County,344.7,138.8
2840,48Waller County,353.7,158.1
2841,48Ward County,401.7,
2842,48Washington County,288.3,
2843,48Webb County,306.9,
2844,48Wharton County,429.9,157.8
2845,48Wheeler County,448.9,
2846,48Wichita County,374.0,
2847,48Wilbarger County,375.8,
2848,48Willacy County,295.6,
2849,48Williamson County,247.6,141.6
2850,48Wilson County,326.7,166.6
2851,48Winkler County,414.5,
2852,48Wise County,395.2,143.8
2853,48Wood County,422.6,
2854,48Yoakum County,395.3,
2855,48Young County,425.0,
2856,48Zapata County,296.3,
2857,48Zavala County,407.4,
2858,49Beaver County,305.6,
2859,49Box Elder County,352.7,
2860,49Cache County,290.2,
2861,49Carbon County,386.1,267.8
2862,49Daggett County,256.0,
2863,49Davis County,311.4,192.5
2864,49Duchesne County,313.6,263.8
2865,49Emery County,460.9,
2866,49Garfield County,247.1,
2867,49Grand County,264.6,
2868,49Iron County,221.8,
2869,49Juab County,306.3,
2870,49Kane County,307.6,180.9
2871,49Millard County,298.5,
2872,49Morgan County,301.3,
2873,49Piute County,318.5,
2874,49Rich County,261.6,
2875,49Salt Lake County,290.0,201.6
2876,49San Juan County,220.2,
2877,49Sanpete County,293.6,269.8
2878,49Sevier County,322.7,
2879,49Summit County,200.8,194.9
2880,49Tooele County,312.1,199.7
2881,49Uintah County,376.4,
2882,49Utah County,306.7,232.7
2883,49Wasatch County,257.8,207.4
2884,49Washington County,204.1,153.4
2885,49Wayne County,277.5,
2886,49Weber County,333.4,157.4
2887,51Accomack County,420.1,
2888,51Albemarle County,227.7,99.8
2889,51Alleghany County,377.0,
2890,51Amelia County,362.5,128.4
2891,51Amherst County,319.9,
2892,51Appomattox County,336.4,
2893,51Arlington County,180.0,126.4
2894,51Augusta County,274.5,
2895,51Bath County,344.4,
2896,51Bedford County County,286.3,
2897,51Bland County,429.4,
2898,51Botetourt County,307.2,
2899,51Brunswick County,360.2,
2900,51Buchanan County,444.5,
2901,51Buckingham County,292.6,
2902,51Campbell County,308.4,
2903,51Caroline County,290.8,
2904,51Carroll County,273.0,
2905,51Charles City County,307.0,123.6
2906,51Charlotte County,350.4,
2907,51Chesterfield County,294.1,108.4
2908,51Clarke County,279.1,169.6
2909,51Craig County,281.9,
2910,51Culpeper County,264.7,
2911,51Cumberland County,272.6,
2912,51Dickenson County,395.5,
2913,51Dinwiddie County,291.2,119.6
2914,51Essex County,371.0,
2915,51Fairfax County County,169.2,113.0
2916,51Fauquier County,236.7,160.9
2917,51Floyd County,288.7,
2918,51Fluvanna County,248.2,
2919,51Franklin County County,293.4,
2920,51Frederick County,316.4,
2921,51Giles County,406.9,
2922,51Gloucester County,357.7,
2923,51Goochland County,283.4,112.1
2924,51Grayson County,282.2,
2925,51Greene County,293.1,
2926,51Greensville County,530.4,
2927,51Halifax County,357.4,
2928,51Hanover County,284.1,97.0
2929,51Henrico County,284.7,107.7
2930,51Henry County,341.9,
2931,51Highland County,283.3,
2932,51Isle of Wight County,330.5,
2933,51James City County,233.5,170.5
2934,51King and Queen County,367.3,
2935,51King George County,280.4,
2936,51King William County,317.3,
2937,51Lancaster County,352.3,
2938,51Lee County,390.4,
2939,51Loudoun County,199.7,156.9
2940,51Louisa County,340.6,
2941,51Lunenburg County,379.5,
2942,51Madison County,303.8,
2943,51Mathews County,343.4,
2944,51Mecklenburg County,343.3,
2945,51Middlesex County,336.5,
2946,51Montgomery County,276.9,46.7
2947,51Nelson County,344.4,
2948,51New Kent County,317.0,110.8
2949,51Northampton County,365.7,
2950,51Northumberland County,326.2,
2951,51Nottoway County,431.4,
2952,51Orange County,302.1,
2953,51Page County,318.3,
2954,51Patrick County,360.7,
2955,51Pittsylvania County,322.6,
2956,51Powhatan County,287.3,116.3
2957,51Prince Edward County,373.2,
2958,51Prince George County,227.5,122.8
2959,51Prince William County,213.1,159.2
2960,51Pulaski County,399.9,
2961,51Rappahannock County,290.9,
2962,51Richmond County County,363.1,
2963,51Roanoke County County,291.6,57.8
2964,51Rockbridge County,309.6,
2965,51Rockingham County,285.5,
2966,51Russell County,409.6,
2967,51Scott County,389.0,
2968,51Shenandoah County,310.3,
2969,51Smyth County,418.6,
2970,51Southampton County,337.5,
2971,51Spotsylvania County,257.2,68.0
2972,51Stafford County,264.4,145.5
2973,51Surry County,316.1,
2974,51Sussex County,385.2,
2975,51Tazewell County,434.7,
2976,51Warren County,312.3,
2977,51Washington County,341.4,
2978,51Westmoreland County,305.1,
2979,51Wise County,432.9,
2980,51Wythe County,437.9,
2981,51York County,230.2,90.5
2982,51Alexandria City,197.2,144.8
2983,51Bristol City,456.7,
2984,51Buena Vista City,429.6,
2985,51Charlottesville City,297.6,
2986,51Chesapeake City,298.2,161.4
2987,51Colonial Heights City,374.1,123.7
2988,51Covington City,492.6,
2989,51Danville City,502.3,
2990,51Emporia City,557.8,
2991,51Fairfax City,304.9,193.7
2992,51Falls Church City,194.6,113.6
2993,51Franklin City,473.1,
2994,51Fredericksburg City,269.5,
2995,51Galax City,381.6,
2996,51Hampton City,352.0,188.4
2997,51Harrisonburg City,293.1,
2998,51Hopewell City,437.7,128.6
2999,51Lexington City,377.9,
3000,51Lynchburg City,379.7,
3001,51Manassas City,296.9,166.5
3002,51Manassas Park City,180.4,166.5
3003,51Martinsville City,682.4,
3004,51Newport News City,363.9,120.6
3005,51Norfolk City,405.7,168.5
3006,51Norton City,436.3,
3007,51Petersburg City,545.7,122.0
3008,51Poquoson City,308.8,238.3
3009,51Portsmouth City,392.0,185.6
3010,51Radford City,388.8,
3011,51Richmond City,324.7,105.4
3012,51Roanoke City,407.8,
3013,51Salem City,389.7,
3014,51Staunton City,360.8,
3015,51Suffolk City,342.6,157.9
3016,51Virginia Beach City,277.7,152.6
3017,51Waynesboro City,374.1,
3018,51Williamsburg City,228.2,
3019,51Winchester City,315.0,
3020,78Saint Croix (County Equivalent) County,,
3021,78Saint John (County Equivalent) County,,
3022,78Saint Thomas (County Equivalent) County,,
3023,50Addison County,324.5,
3024,50Bennington County,344.2,
3025,50Caledonia County,314.8,
3026,50Chittenden County,239.3,211.2
3027,50Essex County,324.0,
3028,50Franklin County,329.0,
3029,50Grand Isle County,271.8,
3030,50Lamoille County,290.9,
3031,50Orange County,308.7,
3032,50Orleans County,332.1,
3033,50Rutland County,369.5,
3034,50Washington County,305.9,
3035,50Windham County,273.4,
3036,50Windsor County,297.9,
3037,53Adams County,269.1,
3038,53Asotin County,302.8,
3039,53Benton County,269.3,146.0
3040,53Chelan County,240.3,136.1
3041,53Clallam County,269.0,
3042,53Clark County,280.5,146.0
3043,53Columbia County,271.1,
3044,53Cowlitz County,331.3,154.0
3045,53Douglas County,248.1,
3046,53Ferry County,288.5,
3047,53Franklin County,259.6,110.0
3048,53Garfield County,308.1,
3049,53Grant County,302.8,167.3
3050,53Grays Harbor County,320.3,144.0
3051,53Island County,245.0,136.8
3052,53Jefferson County,255.4,
3053,53King County,224.5,135.6
3054,53Kitsap County,272.5,194.1
3055,53Kittitas County,250.1,143.4
3056,53Klickitat County,203.8,187.6
3057,53Lewis County,349.9,193.1
3058,53Lincoln County,281.3,145.4
3059,53Mason County,294.1,179.9
3060,53Okanogan County,270.0,194.3
3061,53Pacific County,410.5,
3062,53Pend Oreille County,265.4,158.5
3063,53Pierce County,293.2,191.2
3064,53San Juan County,165.3,204.6
3065,53Skagit County,251.5,169.0
3066,53Skamania County,219.5,151.3
3067,53Snohomish County,242.0,136.8
3068,53Spokane County,268.3,153.2
3069,53Stevens County,271.5,162.2
3070,53Thurston County,248.5,173.0
3071,53Wahkiakum County,318.5,
3072,53Walla Walla County,265.3,118.3
3073,53Whatcom County,235.5,206.9
3074,53Whitman County,289.3,112.7
3075,53Yakima County,409.5,197.0
3076,55Adams County,288.7,
3077,55Ashland County,368.4,
3078,55Barron County,313.0,
3079,55Bayfield County,259.6,
3080,55Brown County,344.3,439.9
3081,55Buffalo County,308.0,
3082,55Burnett County,280.2,
3083,55Calumet County,286.4,180.3
3084,55Chippewa County,323.0,
3085,55Clark County,313.8,272.2
3086,55Columbia County,280.2,159.3
3087,55Crawford County,270.5,
3088,55Dane County,240.3,154.9
3089,55Dodge County,375.4,149.4
3090,55Door County,279.3,
3091,55Douglas County,283.7,
3092,55Dunn County,291.6,
3093,55Eau Claire County,314.6,
3094,55Florence County,284.9,
3095,55Fond du Lac County,312.2,159.7
3096,55Forest County,343.9,
3097,55Grant County,284.7,
3098,55Green County,303.6,155.0
3099,55Green Lake County,381.9,
3100,55Iowa County,270.0,161.2
3101,55Iron County,364.5,
3102,55Jackson County,299.8,
3103,55Jefferson County,313.5,152.9
3104,55Juneau County,293.0,
3105,55Kenosha County,328.9,175.9
3106,55Kewaunee County,297.2,
3107,55La Crosse County,287.8,153.7
3108,55Lafayette County,285.9,
3109,55Langlade County,323.3,
3110,55Lincoln County,315.6,
3111,55Manitowoc County,333.8,201.3
3112,55Marathon County,303.1,254.2
3113,55Marinette County,468.5,
3114,55Marquette County,295.7,
3115,55Menominee County,345.4,
3116,55Milwaukee County,379.1,221.9
3117,55Monroe County,282.7,
3118,55Oconto County,374.5,434.4
3119,55Oneida County,328.7,
3120,55Outagamie County,302.4,279.0
3121,55Ozaukee County,278.3,191.9
3122,55Pepin County,302.6,
3123,55Pierce County,270.8,113.6
3124,55Polk County,293.2,103.5
3125,55Portage County,293.3,221.2
3126,55Price County,343.3,
3127,55Racine County,342.6,176.6
3128,55Richland County,281.0,
3129,55Rock County,327.3,152.6
3130,55Rusk County,327.3,
3131,55St. Croix County,263.7,
3132,55Sauk County,279.2,159.4
3133,55Sawyer County,309.2,
3134,55Shawano County,309.1,329.3
3135,55Sheboygan County,317.9,208.9
3136,55Taylor County,324.2,309.4
3137,55Trempealeau County,303.5,
3138,55Vernon County,278.2,
3139,55Vilas County,339.0,
3140,55Walworth County,315.1,100.2
3141,55Washburn County,301.3,
3142,55Washington County,298.2,171.9
3143,55Waukesha County,245.8,157.4
3144,55Waupaca County,313.2,267.4
3145,55Waushara County,310.7,
3146,55Winnebago County,261.0,213.9
3147,55Wood County,294.0,236.5
3148,54Barbour County,365.3,
3149,54Berkeley County,324.3,239.0
3150,54Boone County,408.2,
3151,54Braxton County,347.8,
3152,54Brooke County,401.6,
3153,54Cabell County,356.3,
3154,54Calhoun County,358.3,
3155,54Clay County,363.1,
3156,54Doddridge County,306.8,
3157,54Fayette County,407.9,
3158,54Gilmer County,371.5,
3159,54Grant County,337.0,
3160,54Greenbrier County,377.3,
3161,54Hampshire County,314.8,
3162,54Hancock County,434.0,
3163,54Hardy County,341.3,
3164,54Harrison County,388.6,
3165,54Jackson County,352.4,
3166,54Jefferson County,307.9,168.4
3167,54Kanawha County,362.4,
3168,54Lewis County,444.4,
3169,54Lincoln County,395.9,
3170,54Logan County,502.1,
3171,54McDowell County,466.0,
3172,54Marion County,481.4,
3173,54Marshall County,382.4,
3174,54Mason County,370.4,
3175,54Mercer County,435.0,
3176,54Mineral County,403.0,
3177,54Mingo County,524.7,
3178,54Monongalia County,333.4,
3179,54Monroe County,390.6,
3180,54Morgan County,342.4,
3181,54Nicholas County,360.1,
3182,54Ohio County,404.6,
3183,54Pendleton County,291.8,
3184,54Pleasants County,434.1,
3185,54Pocahontas County,349.0,
3186,54Preston County,374.9,
3187,54Putnam County,360.2,
3188,54Raleigh County,474.4,
3189,54Randolph County,339.2,
3190,54Ritchie County,398.9,
3191,54Roane County,355.0,
3192,54Summers County,415.6,
3193,54Taylor County,388.4,
3194,54Tucker County,414.3,
3195,54Tyler County,350.0,
3196,54Upshur County,344.0,
3197,54Wayne County,342.6,
3198,54Webster County,355.3,
3199,54Wetzel County,369.4,
3200,54Wirt County,375.2,
3201,54Wood County,411.1,
3202,54Wyoming County,474.8,
3203,56Albany County,252.5,
3204,56Big Horn County,317.3,
3205,56Campbell County,332.8,
3206,56Carbon County,315.4,
3207,56Converse County,294.4,
3208,56Crook County,312.4,
3209,56Fremont County,335.6,
3210,56Goshen County,274.6,
3211,56Hot Springs County,330.7,
3212,56Johnson County,320.2,
3213,56Laramie County,264.5,120.7
3214,56Lincoln County,303.7,
3215,56Natrona County,318.4,
3216,56Niobrara County,274.8,
3217,56Park County,307.5,
3218,56Platte County,270.9,
3219,56Sheridan County,288.3,
3220,56Sublette County,256.5,
3221,56Sweetwater County,348.8,
3222,56Teton County,155.9,
3223,56Uinta County,376.1,
3224,56Washakie County,328.3,
3225,56Weston County,307.4,
